# χ_ent(t) = -ln(Σ_s |⟨s|ψ(t)⟩|^4)  Fock-basis IPR averaged over 20 random Fock initial states
# C(t) = (4/L) Σ_k [⟨n_k n_{k+1}⟩ - ⟨n_k⟩⟨n_{k+1}⟩]  connected NN density correlator; T=∞ plateau = -1/(L-1) = -0.06666666666666667
# L=16  N=8  t_hop=1.0  V=1.0  tp=0.3  Vp=0.3  rng_seed=42
# ln(D) = 9.462654300590172  (ergodic ceiling: χ_ent → ln(D) - ln(2) ≈ 8.769507120030227 for thermalizing system)
time,chi_ent_mean,chi_ent_std,C_mean,C_std
1.0400,5.97904709,0.49050639,-0.13350208,0.03804791
1.0450,5.98733955,0.49073347,-0.13304147,0.03774251
1.0500,5.99581068,0.49098942,-0.13261249,0.03742241
1.0550,6.00446185,0.49126850,-0.13221469,0.03708806
1.0600,6.01329412,0.49156513,-0.13184756,0.03673991
1.0650,6.02230826,0.49187397,-0.13151057,0.03637843
1.0700,6.03150476,0.49218989,-0.13120318,0.03600412
1.0750,6.04088380,0.49250796,-0.13092480,0.03561749
1.0800,6.05044530,0.49282352,-0.13067481,0.03521906
1.0850,6.06018890,0.49313215,-0.13045257,0.03480938
1.0900,6.07011397,0.49342969,-0.13025743,0.03438902
1.0950,6.08021960,0.49371223,-0.13008869,0.03395855
1.1000,6.09050464,0.49397615,-0.12994564,0.03351857
1.1050,6.10096766,0.49421808,-0.12982755,0.03306968
1.1100,6.11160699,0.49443497,-0.12973366,0.03261252
1.1150,6.12242071,0.49462402,-0.12966321,0.03214774
1.1200,6.13340668,0.49478272,-0.12961539,0.03167599
1.1250,6.14456248,0.49490886,-0.12958941,0.03119794
1.1300,6.15588551,0.49500051,-0.12958445,0.03071429
1.1350,6.16737289,0.49505604,-0.12959965,0.03022575
1.1400,6.17902157,0.49507409,-0.12963419,0.02973303
1.1450,6.19082825,0.49505358,-0.12968719,0.02923688
1.1500,6.20278945,0.49499373,-0.12975779,0.02873804
1.1550,6.21490145,0.49489401,-0.12984510,0.02823728
1.1600,6.22716035,0.49475417,-0.12994824,0.02773540
1.1650,6.23956208,0.49457422,-0.13006631,0.02723317
1.1700,6.25210233,0.49435441,-0.13019841,0.02673143
1.1750,6.26477666,0.49409525,-0.13034365,0.02623098
1.1800,6.27758041,0.49379747,-0.13050112,0.02573269
1.1850,6.29050878,0.49346202,-0.13066990,0.02523739
1.1900,6.30355679,0.49309006,-0.13084909,0.02474595
1.1950,6.31671931,0.49268294,-0.13103778,0.02425927
1.2000,6.32999103,0.49224220,-0.13123507,0.02377822
1.2050,6.34336653,0.49176954,-0.13144006,0.02330370
1.2100,6.35684022,0.49126679,-0.13165184,0.02283664
1.2150,6.37040637,0.49073595,-0.13186953,0.02237793
1.2200,6.38405914,0.49017910,-0.13209224,0.02192851
1.2250,6.39779256,0.48959844,-0.13231909,0.02148928
1.2300,6.41160053,0.48899623,-0.13254921,0.02106117
1.2350,6.42547685,0.48837481,-0.13278174,0.02064509
1.2400,6.43941521,0.48773655,-0.13301583,0.02024192
1.2450,6.45340919,0.48708384,-0.13325064,0.01985255
1.2500,6.46745231,0.48641909,-0.13348534,0.01947783
1.2550,6.48153796,0.48574469,-0.13371912,0.01911859
1.2600,6.49565950,0.48506300,-0.13395119,0.01877561
1.2650,6.50981018,0.48437633,-0.13418075,0.01844962
1.2700,6.52398321,0.48368693,-0.13440704,0.01814131
1.2750,6.53817173,0.48299697,-0.13462930,0.01785129
1.2800,6.55236884,0.48230852,-0.13484681,0.01758010
1.2850,6.56656760,0.48162354,-0.13505884,0.01732820
1.2900,6.58076104,0.48094388,-0.13526469,0.01709595
1.2950,6.59494214,0.48027125,-0.13546369,0.01688361
1.3000,6.60910391,0.47960721,-0.13565518,0.01669134
1.3050,6.62323931,0.47895319,-0.13583851,0.01651918
1.3100,6.63734132,0.47831045,-0.13601308,0.01636707
1.3150,6.65140294,0.47768007,-0.13617828,0.01623480
1.3200,6.66541717,0.47706298,-0.13633354,0.01612208
1.3250,6.67937704,0.47645993,-0.13647830,0.01602849
1.3300,6.69327562,0.47587151,-0.13661204,0.01595349
1.3350,6.70710603,0.47529812,-0.13673426,0.01589644
1.3400,6.72086144,0.47473999,-0.13684446,0.01585664
1.3450,6.73453507,0.47419720,-0.13694220,0.01583325
1.3500,6.74812025,0.47366964,-0.13702702,0.01582540
1.3550,6.76161034,0.47315705,-0.13709854,0.01583215
1.3600,6.77499884,0.47265903,-0.13715635,0.01585250
1.3650,6.78827930,0.47217500,-0.13720010,0.01588542
1.3700,6.80144543,0.47170427,-0.13722946,0.01592986
1.3750,6.81449102,0.47124601,-0.13724410,0.01598476
1.3800,6.82740999,0.47079926,-0.13724375,0.01604905
1.3850,6.84019641,0.47036296,-0.13722814,0.01612166
1.3900,6.85284449,0.46993593,-0.13719703,0.01620157
1.3950,6.86534859,0.46951692,-0.13715022,0.01628774
1.4000,6.87770321,0.46910458,-0.13708752,0.01637919
1.4050,6.88990306,0.46869751,-0.13700876,0.01647497
1.4100,6.90194300,0.46829423,-0.13691382,0.01657415
1.4150,6.91381809,0.46789321,-0.13680256,0.01667586
1.4200,6.92552356,0.46749291,-0.13667492,0.01677928
1.4250,6.93705487,0.46709175,-0.13653082,0.01688362
1.4300,6.94840768,0.46668813,-0.13637022,0.01698814
1.4350,6.95957786,0.46628046,-0.13619311,0.01709214
1.4400,6.97056152,0.46586715,-0.13599949,0.01719499
1.4450,6.98135500,0.46544664,-0.13578940,0.01729609
1.4500,6.99195487,0.46501739,-0.13556288,0.01739487
1.4550,7.00235795,0.46457792,-0.13532001,0.01749083
1.4600,7.01256131,0.46412679,-0.13506089,0.01758350
1.4650,7.02256228,0.46366262,-0.13478564,0.01767245
1.4700,7.03235846,0.46318411,-0.13449440,0.01775729
1.4750,7.04194771,0.46269003,-0.13418732,0.01783767
1.4800,7.05132816,0.46217926,-0.13386459,0.01791327
1.4850,7.06049822,0.46165076,-0.13352640,0.01798382
1.4900,7.06945657,0.46110357,-0.13317298,0.01804906
1.4950,7.07820218,0.46053687,-0.13280457,0.01810878
1.5000,7.08673430,0.45994994,-0.13242141,0.01816278
1.5050,7.09505244,0.45934216,-0.13202379,0.01821091
1.5100,7.10315641,0.45871304,-0.13161200,0.01825304
1.5150,7.11104631,0.45806219,-0.13118634,0.01828905
1.5200,7.11872249,0.45738933,-0.13074713,0.01831886
1.5250,7.12618558,0.45669432,-0.13029472,0.01834240
1.5300,7.13343649,0.45597708,-0.12982945,0.01835963
1.5350,7.14047639,0.45523767,-0.12935170,0.01837053
1.5400,7.14730671,0.45447624,-0.12886184,0.01837510
1.5450,7.15392913,0.45369302,-0.12836027,0.01837334
1.5500,7.16034557,0.45288833,-0.12784739,0.01836530
1.5550,7.16655821,0.45206256,-0.12732362,0.01835100
1.5600,7.17256943,0.45121617,-0.12678938,0.01833051
1.5650,7.17838187,0.45034968,-0.12624511,0.01830391
1.5700,7.18399834,0.44946366,-0.12569127,0.01827128
1.5750,7.18942189,0.44855870,-0.12512829,0.01823271
1.5800,7.19465574,0.44763545,-0.12455666,0.01818831
1.5850,7.19970331,0.44669456,-0.12397683,0.01813821
1.5900,7.20456818,0.44573669,-0.12338929,0.01808253
1.5950,7.20925411,0.44476252,-0.12279451,0.01802140
1.6000,7.21376499,0.44377271,-0.12219299,0.01795497
1.6050,7.21810487,0.44276791,-0.12158523,0.01788340
1.6100,7.22227794,0.44174876,-0.12097171,0.01780684
1.6150,7.22628849,0.44071588,-0.12035294,0.01772546
1.6200,7.23014093,0.43966984,-0.11972943,0.01763943
1.6250,7.23383980,0.43861122,-0.11910167,0.01754894
1.6300,7.23738968,0.43754051,-0.11847018,0.01745415
1.6350,7.24079529,0.43645822,-0.11783546,0.01735527
1.6400,7.24406139,0.43536479,-0.11719802,0.01725248
1.6450,7.24719280,0.43426064,-0.11655837,0.01714598
1.6500,7.25019442,0.43314614,-0.11591701,0.01703598
1.6550,7.25307118,0.43202164,-0.11527445,0.01692267
1.6600,7.25582805,0.43088746,-0.11463120,0.01680626
1.6650,7.25847004,0.42974387,-0.11398774,0.01668697
1.6700,7.26100216,0.42859114,-0.11334458,0.01656501
1.6750,7.26342946,0.42742952,-0.11270220,0.01644059
1.6800,7.26575698,0.42625921,-0.11206110,0.01631394
1.6850,7.26798974,0.42508042,-0.11142176,0.01618527
1.6900,7.27013279,0.42389336,-0.11078465,0.01605482
1.6950,7.27219114,0.42269822,-0.11015024,0.01592281
1.7000,7.27416975,0.42149517,-0.10951900,0.01578947
1.7050,7.27607359,0.42028440,-0.10889139,0.01565504
1.7100,7.27790756,0.41906610,-0.10826784,0.01551975
1.7150,7.27967653,0.41784047,-0.10764881,0.01538383
1.7200,7.28138531,0.41660771,-0.10703473,0.01524755
1.7250,7.28303864,0.41536801,-0.10642602,0.01511113
1.7300,7.28464119,0.41412160,-0.10582309,0.01497483
1.7350,7.28619759,0.41286869,-0.10522635,0.01483890
1.7400,7.28771234,0.41160954,-0.10463619,0.01470359
1.7450,7.28918991,0.41034437,-0.10405300,0.01456917
1.7500,7.29063462,0.40907343,-0.10347715,0.01443590
1.7550,7.29205075,0.40779700,-0.10290900,0.01430405
1.7600,7.29344243,0.40651531,-0.10234891,0.01417389
1.7650,7.29481373,0.40522865,-0.10179721,0.01404568
1.7700,7.29616858,0.40393728,-0.10125423,0.01391973
1.7750,7.29751081,0.40264147,-0.10072029,0.01379630
1.7800,7.29884413,0.40134148,-0.10019569,0.01367569
1.7850,7.30017214,0.40003757,-0.09968072,0.01355819
1.7900,7.30149831,0.39873000,-0.09917566,0.01344409
1.7950,7.30282599,0.39741903,-0.09868078,0.01333369
1.8000,7.30415842,0.39610488,-0.09819631,0.01322731
1.8050,7.30549871,0.39478779,-0.09772251,0.01312523
1.8100,7.30684983,0.39346798,-0.09725960,0.01302777
1.8150,7.30821465,0.39214566,-0.09680779,0.01293524
1.8200,7.30959591,0.39082101,-0.09636727,0.01284794
1.8250,7.31099621,0.38949423,-0.09593824,0.01276618
1.8300,7.31241806,0.38816548,-0.09552086,0.01269026
1.8350,7.31386384,0.38683491,-0.09511529,0.01262049
1.8400,7.31533581,0.38550266,-0.09472168,0.01255716
1.8450,7.31683611,0.38416887,-0.09434014,0.01250057
1.8500,7.31836679,0.38283364,-0.09397080,0.01245099
1.8550,7.31992977,0.38149708,-0.09361377,0.01240870
1.8600,7.32152690,0.38015929,-0.09326912,0.01237396
1.8650,7.32315989,0.37882034,-0.09293693,0.01234701
1.8700,7.32483037,0.37748031,-0.09261727,0.01232810
1.8750,7.32653990,0.37613925,-0.09231018,0.01231743
1.8800,7.32828992,0.37479721,-0.09201570,0.01231520
1.8850,7.33008180,0.37345424,-0.09173384,0.01232159
1.8900,7.33191683,0.37211037,-0.09146462,0.01233676
1.8950,7.33379622,0.37076562,-0.09120803,0.01236083
1.9000,7.33572112,0.36942000,-0.09096404,0.01239393
1.9050,7.33769258,0.36807352,-0.09073264,0.01243612
1.9100,7.33971164,0.36672618,-0.09051378,0.01248747
1.9150,7.34177922,0.36537795,-0.09030741,0.01254801
1.9200,7.34389622,0.36402882,-0.09011344,0.01261775
1.9250,7.34606349,0.36267874,-0.08993182,0.01269667
1.9300,7.34828181,0.36132767,-0.08976244,0.01278472
1.9350,7.35055192,0.35997555,-0.08960521,0.01288185
1.9400,7.35287453,0.35862230,-0.08946000,0.01298794
1.9450,7.35525028,0.35726784,-0.08932671,0.01310289
1.9500,7.35767980,0.35591206,-0.08920519,0.01322657
1.9550,7.36016367,0.35455484,-0.08909529,0.01335881
1.9600,7.36270244,0.35319606,-0.08899687,0.01349944
1.9650,7.36529664,0.35183556,-0.08890976,0.01364826
1.9700,7.36794675,0.35047317,-0.08883378,0.01380508
1.9750,7.37065324,0.34910872,-0.08876875,0.01396967
1.9800,7.37341654,0.34774200,-0.08871448,0.01414178
1.9850,7.37623708,0.34637281,-0.08867077,0.01432119
1.9900,7.37911524,0.34500092,-0.08863741,0.01450763
1.9950,7.38205141,0.34362608,-0.08861419,0.01470084
2.0000,7.38504592,0.34224804,-0.08860087,0.01490056
2.0050,7.38809913,0.34086655,-0.08859723,0.01510650
2.0100,7.39121136,0.33948132,-0.08860304,0.01531840
2.0150,7.39438291,0.33809209,-0.08861804,0.01553596
2.0200,7.39761408,0.33669857,-0.08864199,0.01575892
2.0250,7.40090515,0.33530047,-0.08867464,0.01598698
2.0300,7.40425640,0.33389751,-0.08871571,0.01621986
2.0350,7.40766810,0.33248942,-0.08876494,0.01645727
2.0400,7.41114049,0.33107594,-0.08882207,0.01669893
2.0450,7.41467384,0.32965679,-0.08888681,0.01694457
2.0500,7.41826838,0.32823174,-0.08895889,0.01719389
2.0550,7.42192437,0.32680057,-0.08903803,0.01744663
2.0600,7.42564204,0.32536308,-0.08912393,0.01770251
2.0650,7.42942163,0.32391910,-0.08921632,0.01796126
2.0700,7.43326338,0.32246848,-0.08931489,0.01822260
2.0750,7.43716752,0.32101111,-0.08941936,0.01848629
2.0800,7.44113429,0.31954694,-0.08952942,0.01875205
2.0850,7.44516393,0.31807593,-0.08964479,0.01901964
2.0900,7.44925668,0.31659812,-0.08976517,0.01928879
2.0950,7.45341278,0.31511356,-0.08989025,0.01955926
2.1000,7.45763245,0.31362240,-0.09001973,0.01983082
2.1050,7.46191595,0.31212482,-0.09015332,0.02010321
2.1100,7.46626349,0.31062107,-0.09029073,0.02037621
2.1150,7.47067531,0.30911146,-0.09043164,0.02064958
2.1200,7.47515162,0.30759638,-0.09057577,0.02092310
2.1250,7.47969265,0.30607628,-0.09072281,0.02119656
2.1300,7.48429858,0.30455171,-0.09087247,0.02146973
2.1350,7.48896959,0.30302327,-0.09102447,0.02174241
2.1400,7.49370586,0.30149166,-0.09117850,0.02201439
2.1450,7.49850751,0.29995765,-0.09133429,0.02228546
2.1500,7.50337465,0.29842212,-0.09149154,0.02255544
2.1550,7.50830735,0.29688601,-0.09164997,0.02282413
2.1600,7.51330564,0.29535038,-0.09180931,0.02309135
2.1650,7.51836949,0.29381637,-0.09196928,0.02335692
2.1700,7.52349884,0.29228523,-0.09212960,0.02362065
2.1750,7.52869355,0.29075828,-0.09229002,0.02388238
2.1800,7.53395341,0.28923698,-0.09245026,0.02414195
2.1850,7.53927814,0.28772285,-0.09261007,0.02439919
2.1900,7.54466739,0.28621755,-0.09276920,0.02465394
2.1950,7.55012069,0.28472282,-0.09292739,0.02490607
2.2000,7.55563750,0.28324052,-0.09308440,0.02515541
2.2050,7.56121716,0.28177258,-0.09323999,0.02540184
2.2100,7.56685889,0.28032108,-0.09339394,0.02564522
2.2150,7.57256180,0.27888816,-0.09354601,0.02588541
2.2200,7.57832488,0.27747607,-0.09369599,0.02612230
2.2250,7.58414697,0.27608716,-0.09384365,0.02635577
