# χ_ent(t) = -ln(Σ_s |⟨s|ψ(t)⟩|^4)  Fock-basis IPR averaged over 20 random Fock initial states
# C(t) = (4/L) Σ_k [⟨n_k n_{k+1}⟩ - ⟨n_k⟩⟨n_{k+1}⟩]  connected NN density correlator; T=∞ plateau = -1/(L-1) = -0.07692307692307693
# L=14  N=7  t_hop=1.0  V=1.0  tp=0.3  Vp=0.3  rng_seed=42
# ln(D) = 8.140898460607852  (ergodic ceiling: χ_ent → ln(D) - ln(2) ≈ 7.447751280047907 for thermalizing system)
time,chi_ent_mean,chi_ent_std,C_mean,C_std
0.7650,5.26517868,0.60402315,-0.19867131,0.02925634
0.7700,5.26977852,0.59830784,-0.19647533,0.02955981
0.7750,5.27385919,0.59257295,-0.19427745,0.02986155
0.7800,5.27744610,0.58682474,-0.19207980,0.03016034
0.7850,5.28056436,0.58106923,-0.18988449,0.03045501
0.7900,5.28323872,0.57531222,-0.18769359,0.03074444
0.7950,5.28549361,0.56955927,-0.18550914,0.03102754
0.8000,5.28735305,0.56381575,-0.18333316,0.03130330
0.8050,5.28884068,0.55808684,-0.18116762,0.03157072
0.8100,5.28997975,0.55237751,-0.17901446,0.03182890
0.8150,5.29079307,0.54669260,-0.17687556,0.03207694
0.8200,5.29130302,0.54103674,-0.17475278,0.03231402
0.8250,5.29153154,0.53541447,-0.17264795,0.03253936
0.8300,5.29150014,0.52983014,-0.17056281,0.03275224
0.8350,5.29122985,0.52428800,-0.16849911,0.03295196
0.8400,5.29074127,0.51879219,-0.16645850,0.03313789
0.8450,5.29005452,0.51334671,-0.16444262,0.03330944
0.8500,5.28918925,0.50795548,-0.16245305,0.03346607
0.8550,5.28816467,0.50262232,-0.16049131,0.03360727
0.8600,5.28699950,0.49735094,-0.15855888,0.03373259
0.8650,5.28571199,0.49214499,-0.15665717,0.03384161
0.8700,5.28431994,0.48700801,-0.15478756,0.03393396
0.8750,5.28284068,0.48194350,-0.15295135,0.03400931
0.8800,5.28129106,0.47695484,-0.15114981,0.03406737
0.8850,5.27968747,0.47204536,-0.14938413,0.03410789
0.8900,5.27804586,0.46721831,-0.14765546,0.03413065
0.8950,5.27638167,0.46247688,-0.14596489,0.03413548
0.9000,5.27470994,0.45782418,-0.14431344,0.03412224
0.9050,5.27304522,0.45326324,-0.14270208,0.03409084
0.9100,5.27140160,0.44879704,-0.14113172,0.03404121
0.9150,5.26979276,0.44442847,-0.13960322,0.03397333
0.9200,5.26823189,0.44016035,-0.13811736,0.03388720
0.9250,5.26673177,0.43599544,-0.13667487,0.03378286
0.9300,5.26530472,0.43193641,-0.13527644,0.03366039
0.9350,5.26396265,0.42798586,-0.13392267,0.03351991
0.9400,5.26271702,0.42414631,-0.13261411,0.03336155
0.9450,5.26157886,0.42042021,-0.13135126,0.03318549
0.9500,5.26055880,0.41680991,-0.13013455,0.03299194
0.9550,5.25966704,0.41331770,-0.12896436,0.03278114
0.9600,5.25891337,0.40994576,-0.12784100,0.03255337
0.9650,5.25830717,0.40669620,-0.12676473,0.03230893
0.9700,5.25785743,0.40357102,-0.12573575,0.03204815
0.9750,5.25757273,0.40057214,-0.12475421,0.03177140
0.9800,5.25746125,0.39770139,-0.12382018,0.03147909
0.9850,5.25753081,0.39496047,-0.12293370,0.03117164
0.9900,5.25778883,0.39235099,-0.12209474,0.03084950
0.9950,5.25824236,0.38987445,-0.12130323,0.03051319
1.0000,5.25889806,0.38753222,-0.12055902,0.03016320
1.0050,5.25976226,0.38532558,-0.11986193,0.02980011
1.0100,5.26084089,0.38325564,-0.11921172,0.02942449
1.0150,5.26213955,0.38132340,-0.11860809,0.02903697
1.0200,5.26366349,0.37952972,-0.11805072,0.02863820
1.0250,5.26541759,0.37787531,-0.11753920,0.02822886
1.0300,5.26740643,0.37636073,-0.11707310,0.02780967
1.0350,5.26963421,0.37498637,-0.11665194,0.02738139
1.0400,5.27210483,0.37375248,-0.11627517,0.02694479
1.0450,5.27482187,0.37265910,-0.11594224,0.02650072
1.0500,5.27778856,0.37170612,-0.11565251,0.02605003
1.0550,5.28100784,0.37089323,-0.11540534,0.02559362
1.0600,5.28448233,0.37021994,-0.11520001,0.02513244
1.0650,5.28821435,0.36968556,-0.11503580,0.02466747
1.0700,5.29220591,0.36928921,-0.11491191,0.02419973
1.0750,5.29645873,0.36902979,-0.11482754,0.02373031
1.0800,5.30097424,0.36890600,-0.11478185,0.02326031
1.0850,5.30575357,0.36891634,-0.11477394,0.02279090
1.0900,5.31079758,0.36905911,-0.11480290,0.02232330
1.0950,5.31610685,0.36933239,-0.11486779,0.02185877
1.1000,5.32168167,0.36973405,-0.11496764,0.02139861
1.1050,5.32752206,0.37026177,-0.11510144,0.02094420
1.1100,5.33362778,0.37091302,-0.11526818,0.02049694
1.1150,5.33999833,0.37168508,-0.11546679,0.02005829
1.1200,5.34663293,0.37257504,-0.11569620,0.01962976
1.1250,5.35353055,0.37357979,-0.11595533,0.01921288
1.1300,5.36068990,0.37469606,-0.11624305,0.01880923
1.1350,5.36810944,0.37592041,-0.11655824,0.01842041
1.1400,5.37578738,0.37724923,-0.11689974,0.01804804
1.1450,5.38372167,0.37867874,-0.11726640,0.01769371
1.1500,5.39191002,0.38020505,-0.11765704,0.01735904
1.1550,5.40034990,0.38182410,-0.11807047,0.01704558
1.1600,5.40903852,0.38353172,-0.11850550,0.01675482
1.1650,5.41797286,0.38532361,-0.11896092,0.01648820
1.1700,5.42714964,0.38719538,-0.11943551,0.01624700
1.1750,5.43656537,0.38914252,-0.11992807,0.01603239
1.1800,5.44621629,0.39116042,-0.12043737,0.01584537
1.1850,5.45609840,0.39324442,-0.12096218,0.01568675
1.1900,5.46620748,0.39538974,-0.12150128,0.01555710
1.1950,5.47653905,0.39759155,-0.12205345,0.01545678
1.2000,5.48708839,0.39984496,-0.12261748,0.01538588
1.2050,5.49785054,0.40214502,-0.12319213,0.01534424
1.2100,5.50882030,0.40448671,-0.12377620,0.01533145
1.2150,5.51999222,0.40686498,-0.12436848,0.01534683
1.2200,5.53136061,0.40927473,-0.12496778,0.01538949
1.2250,5.54291953,0.41171081,-0.12557291,0.01545831
1.2300,5.55466279,0.41416805,-0.12618269,0.01555200
1.2350,5.56658395,0.41664123,-0.12679594,0.01566911
1.2400,5.57867633,0.41912510,-0.12741153,0.01580806
1.2450,5.59093299,0.42161437,-0.12802831,0.01596718
1.2500,5.60334674,0.42410374,-0.12864516,0.01614474
1.2550,5.61591013,0.42658785,-0.12926097,0.01633897
1.2600,5.62861548,0.42906133,-0.12987465,0.01654811
1.2650,5.64145483,0.43151877,-0.13048513,0.01677039
1.2700,5.65441998,0.43395475,-0.13109137,0.01700409
1.2750,5.66750249,0.43636380,-0.13169233,0.01724753
1.2800,5.68069366,0.43874043,-0.13228700,0.01749909
1.2850,5.69398454,0.44107912,-0.13287441,0.01775721
1.2900,5.70736594,0.44337432,-0.13345359,0.01802042
1.2950,5.72082844,0.44562046,-0.13402360,0.01828732
1.3000,5.73436237,0.44781194,-0.13458353,0.01855658
1.3050,5.74795786,0.44994315,-0.13513250,0.01882697
1.3100,5.76160478,0.45200844,-0.13566965,0.01909733
1.3150,5.77529283,0.45400217,-0.13619415,0.01936657
1.3200,5.78901149,0.45591866,-0.13670520,0.01963368
1.3250,5.80275005,0.45775224,-0.13720202,0.01989774
1.3300,5.81649763,0.45949725,-0.13768387,0.02015789
1.3350,5.83024318,0.46114801,-0.13815004,0.02041332
1.3400,5.84397552,0.46269889,-0.13859984,0.02066331
1.3450,5.85768335,0.46414427,-0.13903262,0.02090719
1.3500,5.87135523,0.46547858,-0.13944776,0.02114435
1.3550,5.88497968,0.46669630,-0.13984466,0.02137423
1.3600,5.89854513,0.46779199,-0.14022277,0.02159634
1.3650,5.91204000,0.46876030,-0.14058157,0.02181022
1.3700,5.92545267,0.46959600,-0.14092055,0.02201546
1.3750,5.93877158,0.47029399,-0.14123926,0.02221171
1.3800,5.95198521,0.47084935,-0.14153726,0.02239865
1.3850,5.96508211,0.47125733,-0.14181417,0.02257599
1.3900,5.97805097,0.47151341,-0.14206962,0.02274350
1.3950,5.99088062,0.47161336,-0.14230328,0.02290099
1.4000,6.00356010,0.47155319,-0.14251485,0.02304827
1.4050,6.01607865,0.47132929,-0.14270406,0.02318521
1.4100,6.02842579,0.47093838,-0.14287069,0.02331171
1.4150,6.04059131,0.47037762,-0.14301453,0.02342770
1.4200,6.05256538,0.46964460,-0.14313542,0.02353313
1.4250,6.06433848,0.46873741,-0.14323322,0.02362798
1.4300,6.07590153,0.46765465,-0.14330783,0.02371225
1.4350,6.08724588,0.46639552,-0.14335918,0.02378599
1.4400,6.09836332,0.46495979,-0.14338723,0.02384925
1.4450,6.10924616,0.46334787,-0.14339196,0.02390210
1.4500,6.11988719,0.46156085,-0.14337340,0.02394465
1.4550,6.13027977,0.45960048,-0.14333160,0.02397702
1.4600,6.14041779,0.45746925,-0.14326664,0.02399934
1.4650,6.15029572,0.45517034,-0.14317864,0.02401177
1.4700,6.15990861,0.45270767,-0.14306772,0.02401450
1.4750,6.16925212,0.45008590,-0.14293407,0.02400771
1.4800,6.17832246,0.44731040,-0.14277786,0.02399160
1.4850,6.18711649,0.44438730,-0.14259934,0.02396642
1.4900,6.19563162,0.44132339,-0.14239873,0.02393238
1.4950,6.20386587,0.43812619,-0.14217632,0.02388973
1.5000,6.21181785,0.43480384,-0.14193242,0.02383875
1.5050,6.21948671,0.43136515,-0.14166733,0.02377970
1.5100,6.22687219,0.42781953,-0.14138141,0.02371287
1.5150,6.23397455,0.42417695,-0.14107504,0.02363855
1.5200,6.24079457,0.42044791,-0.14074860,0.02355703
1.5250,6.24733355,0.41664341,-0.14040251,0.02346864
1.5300,6.25359326,0.41277489,-0.14003720,0.02337367
1.5350,6.25957593,0.40885420,-0.13965314,0.02327246
1.5400,6.26528422,0.40489355,-0.13925079,0.02316533
1.5450,6.27072122,0.40090547,-0.13883065,0.02305261
1.5500,6.27589040,0.39690272,-0.13839323,0.02293463
1.5550,6.28079557,0.39289830,-0.13793907,0.02281173
1.5600,6.28544091,0.38890535,-0.13746870,0.02268425
1.5650,6.28983088,0.38493710,-0.13698268,0.02255251
1.5700,6.29397023,0.38100682,-0.13648159,0.02241686
1.5750,6.29786397,0.37712775,-0.13596601,0.02227764
1.5800,6.30151735,0.37331304,-0.13543655,0.02213516
1.5850,6.30493581,0.36957564,-0.13489381,0.02198977
1.5900,6.30812497,0.36592831,-0.13433842,0.02184179
1.5950,6.31109062,0.36238343,-0.13377100,0.02169154
1.6000,6.31383866,0.35895303,-0.13319221,0.02153932
1.6050,6.31637512,0.35564863,-0.13260268,0.02138546
1.6100,6.31870610,0.35248118,-0.13200308,0.02123024
1.6150,6.32083779,0.34946101,-0.13139407,0.02107397
1.6200,6.32277640,0.34659771,-0.13077632,0.02091691
1.6250,6.32452819,0.34390005,-0.13015049,0.02075936
1.6300,6.32609943,0.34137596,-0.12951727,0.02060156
1.6350,6.32749638,0.33903239,-0.12887734,0.02044378
1.6400,6.32872529,0.33687533,-0.12823137,0.02028625
1.6450,6.32979238,0.33490968,-0.12758006,0.02012920
1.6500,6.33070383,0.33313930,-0.12692408,0.01997286
1.6550,6.33146577,0.33156691,-0.12626411,0.01981743
1.6600,6.33208428,0.33019413,-0.12560085,0.01966309
1.6650,6.33256538,0.32902144,-0.12493497,0.01951005
1.6700,6.33291500,0.32804824,-0.12426714,0.01935846
1.6750,6.33313902,0.32727285,-0.12359804,0.01920849
1.6800,6.33324324,0.32669256,-0.12292835,0.01906027
1.6850,6.33323337,0.32630368,-0.12225871,0.01891395
1.6900,6.33311505,0.32610160,-0.12158980,0.01876966
1.6950,6.33289385,0.32608090,-0.12092227,0.01862749
1.7000,6.33257526,0.32623537,-0.12025675,0.01848757
1.7050,6.33216468,0.32655815,-0.11959389,0.01834999
1.7100,6.33166746,0.32704179,-0.11893431,0.01821483
1.7150,6.33108887,0.32767835,-0.11827864,0.01808218
1.7200,6.33043410,0.32845950,-0.11762747,0.01795211
1.7250,6.32970830,0.32937658,-0.11698142,0.01782471
1.7300,6.32891655,0.33042073,-0.11634106,0.01770003
1.7350,6.32806388,0.33158292,-0.11570697,0.01757816
1.7400,6.32715528,0.33285405,-0.11507973,0.01745915
1.7450,6.32619567,0.33422505,-0.11445987,0.01734307
1.7500,6.32518997,0.33568688,-0.11384793,0.01723001
1.7550,6.32414302,0.33723061,-0.11324444,0.01712004
1.7600,6.32305966,0.33884749,-0.11264992,0.01701323
1.7650,6.32194469,0.34052897,-0.11206484,0.01690969
1.7700,6.32080292,0.34226671,-0.11148970,0.01680952
1.7750,6.31963908,0.34405265,-0.11092496,0.01671282
1.7800,6.31845795,0.34587900,-0.11037106,0.01661972
1.7850,6.31726426,0.34773826,-0.10982844,0.01653036
1.7900,6.31606273,0.34962324,-0.10929752,0.01644489
1.7950,6.31485809,0.35152704,-0.10877869,0.01636348
1.8000,6.31365505,0.35344306,-0.10827234,0.01628632
1.8050,6.31245831,0.35536501,-0.10777883,0.01621360
1.8100,6.31127258,0.35728688,-0.10729850,0.01614556
1.8150,6.31010254,0.35920297,-0.10683170,0.01608242
1.8200,6.30895287,0.36110781,-0.10637871,0.01602446
1.8250,6.30782823,0.36299620,-0.10593985,0.01597195
1.8300,6.30673328,0.36486322,-0.10551538,0.01592518
1.8350,6.30567262,0.36670413,-0.10510557,0.01588448
1.8400,6.30465087,0.36851443,-0.10471064,0.01585018
1.8450,6.30367258,0.37028984,-0.10433081,0.01582263
1.8500,6.30274228,0.37202622,-0.10396629,0.01580219
1.8550,6.30186444,0.37371966,-0.10361726,0.01578924
1.8600,6.30104350,0.37536637,-0.10328388,0.01578416
1.8650,6.30028380,0.37696275,-0.10296629,0.01578735
1.8700,6.29958964,0.37850532,-0.10266462,0.01579921
1.8750,6.29896522,0.37999074,-0.10237897,0.01582013
1.8800,6.29841467,0.38141581,-0.10210943,0.01585052
1.8850,6.29794199,0.38277744,-0.10185608,0.01589077
1.8900,6.29755110,0.38407267,-0.10161895,0.01594126
1.8950,6.29724578,0.38529866,-0.10139809,0.01600236
1.9000,6.29702969,0.38645268,-0.10119351,0.01607442
1.9050,6.29690635,0.38753212,-0.10100520,0.01615779
1.9100,6.29687914,0.38853450,-0.10083315,0.01625276
1.9150,6.29695127,0.38945744,-0.10067730,0.01635963
1.9200,6.29712578,0.39029870,-0.10053762,0.01647863
1.9250,6.29740556,0.39105617,-0.10041402,0.01660999
1.9300,6.29779329,0.39172786,-0.10030641,0.01675388
1.9350,6.29829147,0.39231194,-0.10021470,0.01691045
1.9400,6.29890242,0.39280671,-0.10013874,0.01707981
1.9450,6.29962823,0.39321063,-0.10007841,0.01726201
1.9500,6.30047081,0.39352231,-0.10003356,0.01745708
1.9550,6.30143183,0.39374054,-0.10000401,0.01766500
1.9600,6.30251277,0.39386428,-0.09998957,0.01788570
1.9650,6.30371488,0.39389265,-0.09999005,0.01811909
1.9700,6.30503919,0.39382499,-0.10000524,0.01836502
1.9750,6.30648650,0.39366079,-0.10003491,0.01862333
1.9800,6.30805742,0.39339978,-0.10007882,0.01889378
1.9850,6.30975230,0.39304186,-0.10013671,0.01917614
1.9900,6.31157129,0.39258715,-0.10020832,0.01947013
1.9950,6.31351434,0.39203598,-0.10029338,0.01977544
2.0000,6.31558116,0.39138890,-0.10039159,0.02009173
2.0050,6.31777127,0.39064665,-0.10050265,0.02041865
2.0100,6.32008398,0.38981021,-0.10062625,0.02075580
2.0150,6.32251842,0.38888077,-0.10076207,0.02110279
2.0200,6.32507353,0.38785973,-0.10090978,0.02145919
2.0250,6.32774806,0.38674871,-0.10106904,0.02182458
2.0300,6.33054061,0.38554953,-0.10123950,0.02219849
2.0350,6.33344962,0.38426422,-0.10142080,0.02258047
2.0400,6.33647338,0.38289499,-0.10161258,0.02297005
2.0450,6.33961006,0.38144427,-0.10181446,0.02336676
2.0500,6.34285769,0.37991464,-0.10202606,0.02377010
2.0550,6.34621423,0.37830888,-0.10224700,0.02417958
2.0600,6.34967751,0.37662991,-0.10247689,0.02459472
2.0650,6.35324532,0.37488081,-0.10271533,0.02501502
2.0700,6.35691538,0.37306479,-0.10296192,0.02543999
2.0750,6.36068534,0.37118518,-0.10321625,0.02586912
2.0800,6.36455287,0.36924542,-0.10347791,0.02630193
2.0850,6.36851559,0.36724904,-0.10374649,0.02673792
2.0900,6.37257113,0.36519965,-0.10402158,0.02717661
2.0950,6.37671717,0.36310091,-0.10430275,0.02761751
2.1000,6.38095137,0.36095653,-0.10458959,0.02806013
2.1050,6.38527150,0.35877025,-0.10488168,0.02850400
2.1100,6.38967533,0.35654579,-0.10517859,0.02894866
2.1150,6.39416076,0.35428690,-0.10547991,0.02939362
2.1200,6.39872574,0.35199729,-0.10578520,0.02983844
2.1250,6.40336833,0.34968062,-0.10609406,0.03028267
2.1300,6.40808670,0.34734051,-0.10640606,0.03072584
2.1350,6.41287912,0.34498051,-0.10672078,0.03116754
2.1400,6.41774400,0.34260409,-0.10703780,0.03160732
2.1450,6.42267985,0.34021462,-0.10735673,0.03204478
2.1500,6.42768531,0.33781538,-0.10767713,0.03247948
2.1550,6.43275917,0.33540952,-0.10799861,0.03291103
2.1600,6.43790031,0.33300010,-0.10832076,0.03333904
2.1650,6.44310776,0.33059002,-0.10864319,0.03376312
2.1700,6.44838064,0.32818207,-0.10896550,0.03418288
2.1750,6.45371820,0.32577891,-0.10928730,0.03459797
2.1800,6.45911978,0.32338308,-0.10960820,0.03500803
2.1850,6.46458481,0.32099695,-0.10992784,0.03541271
2.1900,6.47011281,0.31862281,-0.11024584,0.03581168
2.1950,6.47570335,0.31626280,-0.11056183,0.03620460
2.2000,6.48135606,0.31391896,-0.11087546,0.03659118
2.2050,6.48707060,0.31159320,-0.11118638,0.03697109
2.2100,6.49284666,0.30928735,-0.11149423,0.03734405
2.2150,6.49868392,0.30700317,-0.11179870,0.03770979
2.2200,6.50458205,0.30474231,-0.11209945,0.03806802
2.2250,6.51054069,0.30250638,-0.11239616,0.03841849
